version account-id interface-id srcaddr dstaddr srcport dstport protocol packets bytes start end action log-status
2 unknown eni-01372efd5f409b41b 10.99.4.24 108.228.23.128 443 64228 6 11 7786 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.97 10.99.4.24 443 42485 6 577 607753 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.97 42485 443 6 286 22608 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.149 10.99.4.24 443 23358 6 725 760063 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.149 23358 443 6 366 29672 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.149 10.99.4.24 443 64414 6 723 764413 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.149 64414 443 6 365 29218 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.149 10.99.4.24 443 6113 6 720 759779 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.149 6113 443 6 355 28802 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.97 10.99.4.24 443 1607 6 720 759661 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.97 1607 443 6 357 28991 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 108.228.23.128 10.99.4.24 64406 443 6 357 28955 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 108.228.23.128 443 64406 6 718 759557 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 108.228.23.128 10.99.4.24 49279 443 6 363 29066 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 108.228.23.128 443 49279 6 722 764231 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 108.228.23.128 10.99.4.24 64029 443 6 363 29090 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 108.228.23.128 443 64029 6 718 759675 1642052613 1642052673 ACCEPT OK
